 id                  year                month               vsm-C               vsm-DC              vsm-H               
 227                 2009                11                   -0.14925885459543312      -0.19575598533757249      -0.65797255394414067     
 228                 2009                12                    -1439.0317162171177       -1439.0317162171177       -1439.0317162171177     
 229                 2010                1                     -1439.0317162171177       -1439.0317162171177       -1439.0317162171177     
 230                 2010                2                     -1439.0317162171177       -1439.0317162171177       -1439.0317162171177     
 231                 2010                3                     -8.3702064876178109E-002  -6.4898297799938429E-002 -0.16987438602736019     
 232                 2010                4                    -0.16150440261910984      -0.22700893621763238       -1.0310439765622157     
 233                 2010                5                     -9.4991777754527218E-002 -0.13009032973885351      -0.65797255394414067     
 234                 2010                6                    -0.52537687679556822      -0.44348137405879529       -1.0310439765622157     
 235                 2010                7                    -0.14111736126254096      -0.22700893621763238      -0.31192690522163746     
 236                 2010                8                     -10.080933215035843       -7.0037669027926386       -86.074487119649589     
 237                 2010                9                     -3.8847339985969924       -7.0037669027926386       -19.353427775267679     
 238                 2010                10                   -0.29092924098697387      -0.44348137405879529       -1.0310439765622157     
 239                 2010                11                   -0.14925885459543312      -0.16987438602736019      -0.65797255394414067     
 240                 2010                12                    -1439.0317162171177       -1439.0317162171177       -1439.0317162171177     
