MMDDHH	SIN_mg/cm3/h	STP_oC	SWC	SWP_MPa	pH
021516	0.00009175	17.1466	0.286	-0.0702225	3.7
021517	0.00009175	16.76995	0.286	-0.06864625	3.7
021518	0.00009175	16.1143	0.287	-0.070103	3.7
021519	0.00009175	15.8074	0.28625	-0.0701905	3.7
021520	0.00009175	15.59815	0.286	-0.068645	3.7
021521	0.00009175	16.3096	0.2855	-0.06870625	3.7
021522	0.00009175	16.32355	0.285	-0.06726325	3.7
021523	0.00009175	16.21195	0.28425	-0.070436	3.7
021524	0.00009175	15.9469	0.284	-0.06739075	3.7
021601	0.00009175	14.59375	0.2835	-0.0689595	3.7
021602	0.00009175	14.48215	0.28275	-0.0690545	3.7
021603	0.00009175	14.3566	0.28275	-0.0690545	3.7
021604	0.00009175	14.1613	0.28475	-0.06879725	3.7
021605	0.00009175	14.03575	0.2845	-0.06882775	3.7
021606	0.00009175	13.92415	0.28425	-0.06735425	3.7
021607	0.00009175	13.78465	0.284	-0.06738575	3.7
021608	0.00009175	13.7707	0.284	-0.06888975	3.7
021609	0.00009175	14.00785	0.28375	-0.06741725	3.7
021610	0.00009175	14.25895	0.2835	-0.06744925	3.7
021611	0.00009175	14.3845	0.28325	-0.06748175	3.7
021612	0.00009175	14.5798	0.28275	-0.06905025	3.7
021613	0.00009175	14.9425	0.2825	-0.0690835	3.7
021614	0.00009175	15.70975	0.282	-0.0707225	3.7
021615	0.00009175	15.40285	0.282	-0.06915125	3.7
021616	0.00009175	15.3052	0.2815	-0.07079125	3.7
021617	0.00009175	14.98435	0.28175	-0.07075975	3.7
021618	0.00009175	14.59375	0.2815	-0.07079125	3.7
021619	0.00009175	14.45425	0.28125	-0.07082625	3.7
021620	0.00009175	14.3566	0.281	-0.0725055	3.7
021621	0.00009175	15.43075	0.281	-0.07086175	3.7
021622	0.00009175	15.2215	0.28075	-0.07089375	3.7
021623	0.00009175	14.90065	0.2805	-0.07092975	3.7
021624	0.00009175	14.7751	0.28075	-0.0693245	3.7
021701	0.00009175	13.64515	0.28075	-0.0693245	3.7
021702	0.00009175	13.58935	0.2805	-0.07092975	3.7
021703	0.00009175	13.50565	0.28025	-0.07096625	3.7
021704	0.00009175	13.3801	0.2805	-0.069361	3.7
021705	0.00009175	13.3522	0.28075	-0.069329	3.7
021706	0.00009175	13.25455	0.28075	-0.07090275	3.7
021707	0.00009175	13.19875	0.2805	-0.07094	3.7
021708	0.00009175	13.22665	0.28025	-0.0709775	3.7
021709	0.00009175	13.3243	0.2805	-0.07094625	3.7
021710	0.00009175	13.75675	0.28075	-0.069341	3.7
021711	0.00009175	13.966	0.2805	-0.0709535	3.7
021712	0.00009175	14.5798	0.2805	-0.0709535	3.7
021713	0.00009175	14.9425	0.28025	-0.07264075	3.7
021714	0.00009175	15.2215	0.27975	-0.0744375	3.7
021715	0.00009175	15.37495	0.2795	-0.07447725	3.7
021716	0.00009175	15.26335	0.279	-0.0763585	3.7
021717	0.00009175	15.0262	0.27875	-0.078299	3.7
021718	0.00009175	14.7193	0.27775	-0.0786095	3.7
021719	0.00009175	14.4961	0.2775	-0.07676525	3.7
021720	0.00009175	14.31475	0.277	-0.0768535	3.7
021721	0.00009175	14.0776	0.27675	-0.0768985	3.7
021722	0.00009175	13.9939	0.27675	-0.07510275	3.7
021723	0.00009175	13.84045	0.276	-0.07703725	3.7
021724	0.00009175	13.7428	0.27575	-0.07706775	3.7
021801	0.00009175	13.78465	0.27575	-0.07527425	3.7
021802	0.00009175	13.70095	0.2755	-0.0771155	3.7
021803	0.00009175	13.6591	0.275	-0.07719475	3.7
021804	0.00009175	13.5754	0.275	-0.07719475	3.7
021805	0.00009175	13.53355	0.27525	-0.07714625	3.7
021806	0.00009175	13.44985	0.27525	-0.07712975	3.7
021807	0.00009175	13.42195	0.27575	-0.0752415	3.7
021808	0.00009175	13.5196	0.2755	-0.07708275	3.7
021809	0.00009175	13.7986	0.276	-0.07519525	3.7
021810	0.00009175	14.00785	0.276	-0.07519525	3.7
021811	0.00009175	14.51005	0.2755	-0.077068	3.7
021812	0.00009175	15.26335	0.2755	-0.077068	3.7
021813	0.00009175	15.3052	0.2755	-0.07896625	3.7
021814	0.00009175	15.4447	0.27525	-0.079168	3.7
021815	0.00009175	15.4168	0.27525	-0.08114675	3.7
021816	0.00009175	15.40285	0.27525	-0.08114675	3.7
021817	0.00009175	15.06805	0.27475	-0.083303	3.7
021818	0.00009175	14.3008	0.275	-0.083258	3.7
021819	0.00009175	14.00785	0.27525	-0.0832135	3.7
021820	0.00009175	13.86835	0.275	-0.0832455	3.7
021821	0.00009175	14.14735	0.2755	-0.081077	3.7
021822	0.00009175	14.0218	0.27525	-0.08320175	3.7
021823	0.00009175	13.9102	0.27575	-0.081034	3.7
021824	0.00009175	13.8823	0.27625	-0.0809595	3.7
021901	0.00009175	13.50565	0.27675	-0.08089675	3.7
021902	0.00009175	13.47775	0.2775	-0.0828885	3.7
021903	0.00009175	13.36615	0.278	-0.080734	3.7
021904	0.00009175	13.25455	0.28125	-0.08036325	3.7
021905	0.00009175	13.2406	0.28675	-0.0800325	3.7
021906	0.00009175	13.2406	0.287	-0.079954	3.7
021907	0.00009175	13.2127	0.287	-0.079936	3.7
021908	0.00009175	13.28245	0.28625	-0.0820855	3.7
021909	0.00009175	13.72885	0.295	-0.081015	3.7
021910	0.00009175	14.4124	0.294	-0.0790065	3.7
021911	0.00009175	15.48655	0.29125	-0.081381	3.7
021912	0.00009175	15.6679	0.289	-0.083826	3.7
021913	0.00009175	16.3654	0.28775	-0.0862835	3.7
021914	0.00009175	16.4491	0.28675	-0.088843	3.7
021915	0.00009175	16.7281	0.2855	-0.0915605	3.7
021916	0.00009175	16.9513	0.28475	-0.09165025	3.7
021917	0.00009175	16.3933	0.28375	-0.09177575	3.7
021918	0.00009175	15.51445	0.28275	-0.09208175	3.7
021919	0.00009175	14.8588	0.28225	-0.09214225	3.7
021920	0.00009175	14.67745	0.2815	-0.09224025	3.7
021921	0.00009175	13.9381	0.28075	-0.092329	3.7
021922	0.00009175	13.8823	0.28	-0.09243075	3.7
021923	0.00009175	13.687	0.2795	-0.092496	3.7
021924	0.00009175	13.5196	0.279	-0.09256175	3.7
022001	0.00009175	13.966	0.27875	-0.0926015	3.7
022002	0.00009175	14.0776	0.27825	-0.09266875	3.7
022003	0.00009175	13.9102	0.278	-0.0901385	3.7
022004	0.00009175	13.6312	0.2775	-0.09020775	3.7
022005	0.00009175	13.56145	0.27725	-0.0902495	3.7
022006	0.00009175	13.25455	0.27675	-0.09049425	3.7
022007	0.00009175	13.1569	0.2765	-0.090523	3.7
022008	0.00009175	13.14295	0.27625	-0.090552	3.7
022009	0.00009175	14.0776	0.276	-0.09058125	3.7
022010	0.00009175	14.67745	0.276	-0.09058125	3.7
022011	0.00009175	15.06805	0.27575	-0.09319325	3.7
022012	0.00009175	15.65395	0.2755	-0.09594575	3.7
022013	0.00009175	16.1701	0.2755	-0.09326675	3.7
022014	0.00009175	16.5328	0.27475	-0.09609575	3.7
022015	0.00009175	16.5607	0.27375	-0.09628525	3.7
022016	0.00009175	16.23985	0.2715	-0.09692175	3.7
022017	0.00009175	15.84925	0.27025	-0.097208	3.7
022018	0.00009175	15.3052	0.26875	-0.0975465	3.7
022019	0.00009175	14.8588	0.26775	-0.09781325	3.7
022020	0.00009175	14.7472	0.2665	-0.09812725	3.7
022021	0.00009175	14.6356	0.2655	-0.0983835	3.7
022022	0.00009175	14.53795	0.2645	-0.09865225	3.7
022023	0.00009175	14.3008	0.26425	-0.09873475	3.7
022024	0.00009175	14.03575	0.264	-0.09881875	3.7
022101	0.00009175	14.524	0.26375	-0.09890425	3.7
022102	0.00009175	14.7193	0.26325	-0.09907975	3.7
022103	0.00009175	14.76115	0.26275	-0.0993975	3.7
022104	0.00009175	14.59375	0.26275	-0.0993975	3.7
022105	0.00009175	14.6914	0.262	-0.099613	3.7
022106	0.00009175	14.67745	0.2605	-0.10021275	3.7
022107	0.00009175	14.67745	0.2595	-0.1034275	3.7
022108	0.00009175	14.98435	0.25975	-0.100459	3.7
022109	0.00009175	15.4726	0.26025	-0.10024325	3.7
022110	0.00009175	15.96085	0.2595	-0.10057	3.7
022111	0.00009175	16.6723	0.259	-0.103571	3.7
022112	0.00009175	17.16055	0.2585	-0.103804	3.7
022113	0.00009175	17.4535	0.25775	-0.107206	3.7
022114	0.00009175	17.55115	0.25725	-0.1074535	3.7
022115	0.00009175	17.6488	0.2565	-0.11093225	3.7
022116	0.00009175	17.02105	0.25575	-0.11133925	3.7
022117	0.00009175	16.756	0.2555	-0.11474575	3.7
022118	0.00009175	16.3933	0.25475	-0.11506225	3.7
022119	0.00009175	16.07245	0.2555	-0.114638	3.7
022120	0.00009175	15.96085	0.2555	-0.11137	3.7
022121	0.00009175	14.8588	0.25525	-0.1115115	3.7
022122	0.00009175	14.64955	0.25525	-0.111625	3.7
022123	0.00009175	14.524	0.255	-0.11177275	3.7
022124	0.00009175	14.5519	0.2545	-0.112162	3.7
022201	0.00009175	15.79345	0.25375	-0.11263425	3.7
022202	0.00009175	15.87715	0.25375	-0.11263425	3.7
022203	0.00009175	15.8074	0.254	-0.1124735	3.7
022204	0.00009175	15.79345	0.254	-0.1124735	3.7
022205	0.00009175	15.82135	0.25325	-0.11296675	3.7
022206	0.00009175	15.76555	0.253	-0.1131385	3.7
022207	0.00009175	15.8911	0.25275	-0.11331425	3.7
022208	0.00009175	15.9748	0.25225	-0.113678	3.7
022209	0.00009175	16.1143	0.252	-0.113866	3.7
022210	0.00009175	16.6165	0.25175	-0.1140585	3.7
022211	0.00009175	16.71415	0.25125	-0.1144575	3.7
022212	0.00009175	16.8676	0.251	-0.1148785	3.7
022213	0.00009175	17.07685	0.25075	-0.11509	3.7
022214	0.00009175	17.7046	0.2505	-0.1153065	3.7
022215	0.00009175	17.88595	0.24875	-0.11698125	3.7
022216	0.00009175	17.88595	0.24825	-0.1177645	3.7
022217	0.00009175	17.63485	0.24825	-0.1177645	3.7
022218	0.00009175	17.41165	0.2465	-0.11993275	3.7
022219	0.00009175	17.04895	0.2465	-0.11993275	3.7
022220	0.00009175	17.10475	0.2445	-0.12298625	3.7
022221	0.00009175	15.9748	0.2435	-0.124359	3.7
022222	0.00009175	16.01665	0.24325	-0.1248345	3.7
022223	0.00009175	15.98875	0.24275	-0.125831	3.7
022224	0.00009175	15.79345	0.24225	-0.126604	3.7
022301	0.00009175	17.41165	0.241	-0.12889875	3.7
022302	0.00009175	17.3977	0.24075	-0.12951275	3.7
022303	0.00009175	17.4256	0.24025	-0.13080425	3.7
022304	0.00009175	17.41165	0.2395	-0.13044825	3.7
022305	0.00009175	17.314	0.2395	-0.13291525	3.7
022306	0.00009175	17.16055	0.23875	-0.13526175	3.7
022307	0.00009175	17.2303	0.237	-0.138676	3.7
022308	0.00009175	17.2303	0.23675	-0.14189725	3.7
022309	0.00009175	17.5372	0.237	-0.138676	3.7
022310	0.00009175	18.0394	0.237	-0.138676	3.7
022311	0.00009175	18.709	0.237	-0.138676	3.7
022312	0.00009175	19.33675	0.237	-0.138676	3.7
022313	0.00009175	19.83895	0.23675	-0.14189725	3.7
022314	0.00009175	20.9131	0.23675	-0.14189725	3.7
022315	0.00009175	21.0526	0.237	-0.13890275	3.7
022316	0.00009175	20.78755	0.23675	-0.142124	3.7
022317	0.00009175	20.28535	0.237	-0.13890275	3.7
022318	0.00009175	19.7692	0.23675	-0.142124	3.7
022319	0.00009175	19.1275	0.23675	-0.142124	3.7
022320	0.00009175	19.08565	0.2365	-0.14215475	3.7
022321	0.00009175	17.18845	0.2365	-0.14215475	3.7
022322	0.00009175	17.3419	0.2365	-0.13896475	3.7
022323	0.00009175	17.32795	0.2365	-0.13896475	3.7
022324	0.00009175	17.4535	0.23625	-0.142186	3.7
022401	0.00009175	18.77875	0.23625	-0.142186	3.7
022402	0.00009175	18.72295	0.23625	-0.142186	3.7
022403	0.00009175	18.77875	0.23625	-0.142186	3.7
022404	0.00009175	18.52765	0.23625	-0.13899625	3.7
022405	0.00009175	18.4858	0.23625	-0.13899625	3.7
022406	0.00009175	18.55555	0.236	-0.1422175	3.7
022407	0.00009175	18.47185	0.236	-0.1422175	3.7
022408	0.00009175	18.7369	0.236	-0.1422175	3.7
022409	0.00009175	19.2949	0.23625	-0.13899625	3.7
022410	0.00009175	19.92265	0.236	-0.1422175	3.7
022411	0.00009175	20.5783	0.238	-0.120676	3.7
022412	0.00009175	21.0247	0.238	-0.120676	3.7
022413	0.00009175	22.5592	0.24025	-0.0954305	3.7
022414	0.00009175	22.2802	0.2415	-0.097351	3.7
022415	0.00009175	21.90355	0.24125	-0.098494	3.7
022416	0.00009175	21.5827	0.24275	-0.093509	3.7
022417	0.00009175	20.6899	0.24875	-0.080366	3.7
022418	0.00009175	20.09005	0.2495	-0.0802595	3.7
022419	0.00009175	19.64365	0.253	-0.07638825	3.7
022420	0.00009175	19.30885	0.2545	-0.0751025	3.7
022421	0.00009175	18.89035	0.255	-0.07587325	3.7
022422	0.00009175	19.0717	0.2555	-0.0755095	3.7
022423	0.00009175	19.00195	0.25575	-0.07533375	3.7
022424	0.00009175	18.89035	0.25625	-0.07499375	3.7
022501	0.00009175	18.75085	0.2565	-0.0748295	3.7
022502	0.00009175	18.5974	0.25675	-0.073481	3.7
022503	0.00009175	18.4858	0.2575	-0.07078725	3.7
022504	0.00009175	18.33235	0.25725	-0.06894725	3.7
022505	0.00009175	18.02545	0.25775	-0.06595025	3.7
022506	0.00009175	17.77435	0.259	-0.0635295	3.7
022507	0.00009175	17.7604	0.25975	-0.062306	3.7
022508	0.00009175	17.88595	0.2595	-0.06175225	3.7
022509	0.00009175	18.5695	0.25975	-0.06091175	3.7
022510	0.00009175	19.1554	0.2595	-0.06043375	3.7
022511	0.00009175	19.36465	0.2595	-0.05982375	3.7
022512	0.00009175	20.50855	0.2595	-0.05982375	3.7
022513	0.00009175	20.5783	0.25975	-0.0590695	3.7
022514	0.00009175	20.92705	0.2595	-0.05924525	3.7
022515	0.00009175	20.662	0.2595	-0.05924525	3.7
022516	0.00009175	20.4667	0.2595	-0.05924525	3.7
022517	0.00009175	20.31325	0.2595	-0.05916075	3.7
022518	0.00009175	19.69945	0.25975	-0.0584325	3.7
022519	0.00009175	19.25305	0.26	-0.05772925	3.7
022520	0.00009175	18.8764	0.25975	-0.05791325	3.7
022521	0.00009175	19.1554	0.26	-0.05723375	3.7
022522	0.00009175	19.0438	0.26	-0.05723375	3.7
022523	0.00009175	18.988	0.25975	-0.05742175	3.7
022524	0.00009175	18.8764	0.2595	-0.05810125	3.7
022601	0.00009175	17.85805	0.25975	-0.05742175	3.7
022602	0.00009175	17.69065	0.2595	-0.05761425	3.7
022603	0.00009175	17.6209	0.25925	-0.05829375	3.7
022604	0.00009175	17.3977	0.25925	-0.05829375	3.7
022605	0.00009175	17.30005	0.25925	-0.0578115	3.7
022606	0.00009175	17.0629	0.25925	-0.0578115	3.7
022607	0.00009175	17.02105	0.259	-0.058491	3.7
022608	0.00009175	17.1187	0.259	-0.058491	3.7
022609	0.00009175	17.4814	0.259	-0.05843525	3.7
022610	0.00009175	18.43	0.259	-0.05843525	3.7
022611	0.00009175	18.709	0.25925	-0.05775575	3.7
022612	0.00009175	19.2112	0.25875	-0.05864175	3.7
022613	0.00009175	20.20165	0.25875	-0.05864175	3.7
022614	0.00009175	20.4109	0.25875	-0.05864175	3.7
022615	0.00009175	20.64805	0.2585	-0.05885325	3.7
022616	0.00009175	20.25745	0.2585	-0.05885325	3.7
022617	0.00009175	20.0761	0.25875	-0.05860225	3.7
022618	0.00009175	19.0717	0.25875	-0.05860225	3.7
022619	0.00009175	18.2905	0.2585	-0.05881875	3.7
022620	0.00009175	17.96965	0.25825	-0.059522	3.7
022621	0.00009175	18.709	0.2585	-0.05881875	3.7
022622	0.00009175	18.5137	0.25375	-0.06035025	3.7
022623	0.00009175	18.2626	0.254	-0.059647	3.7
022624	0.00009175	18.0673	0.254	-0.06010525	3.7
022701	0.00009175	17.57905	0.253	-0.0596085	3.7
022702	0.00009175	17.3977	0.2525	-0.06053925	3.7
022703	0.00009175	17.21635	0.2525	-0.06053925	3.7
022704	0.00009175	16.9513	0.25275	-0.059836	3.7
022705	0.00009175	16.9234	0.25275	-0.0603005	3.7
022706	0.00009175	16.9513	0.2525	-0.0605335	3.7
022707	0.00009175	16.85365	0.2525	-0.0605335	3.7
022708	0.00009175	17.035	0.2525	-0.0605335	3.7
022709	0.00009175	17.5093	0.25275	-0.0603005	3.7
022710	0.00009175	17.9278	0.2525	-0.06053925	3.7
022711	0.00009175	19.0159	0.2525	-0.06053925	3.7
022712	0.00009175	19.36465	0.25275	-0.059836	3.7
022713	0.00009175	19.97845	0.25275	-0.06031175	3.7
022714	0.00009175	19.9366	0.25275	-0.0598535	3.7
022715	0.00009175	19.89475	0.2525	-0.06055675	3.7
022716	0.00009175	19.81105	0.2525	-0.06055675	3.7
022717	0.00009175	19.30885	0.25275	-0.06033475	3.7
022718	0.00009175	18.72295	0.25275	-0.0598825	3.7
022719	0.00009175	18.08125	0.253	-0.059203	3.7
022720	0.00009175	17.5651	0.256	-0.05282275	3.7
022721	0.00009175	18.0115	0.25925	-0.0477645	3.7
022722	0.00009175	17.7604	0.261	-0.0457025	3.7
022723	0.00009175	17.63485	0.26175	-0.0449825	3.7
022724	0.00009175	17.69065	0.262	-0.0447375	3.7
022801	0.00009175	16.82575	0.262	-0.0447375	3.7
022802	0.00009175	16.65835	0.2615	-0.0452845	3.7
022803	0.00009175	16.5886	0.26175	-0.04504025	3.7
022804	0.00009175	16.43515	0.2635	-0.043446	3.7
022805	0.00009175	16.2817	0.26325	-0.044229	3.7
022806	0.00009175	16.1701	0.262	-0.0454855	3.7
022807	0.00009175	16.1143	0.262	-0.04532975	3.7
022808	0.00009175	16.3375	0.2645	-0.04302725	3.7
022809	0.00009175	16.74205	0.26375	-0.04366175	3.7
022810	0.00009175	17.55115	0.263	-0.0443905	3.7
022811	0.00009175	17.6488	0.262	-0.04540825	3.7
022812	0.00009175	18.16495	0.2615	-0.04605475	3.7
022813	0.00009175	19.22515	0.26075	-0.046927	3.7
022814	0.00009175	19.4623	0.26075	-0.047052	3.7
022815	0.00009175	19.2112	0.26025	-0.047696	3.7
022816	0.00009175	18.77875	0.26	-0.0480315	3.7
022817	0.00009175	18.7927	0.26	-0.0481965	3.7
022818	0.00009175	18.0673	0.25975	-0.048551	3.7
022819	0.00009175	17.27215	0.2595	-0.0490255	3.7
022820	0.00009175	16.9234	0.2595	-0.0490255	3.7
022821	0.00009175	17.43955	0.2595	-0.049229	3.7
022822	0.00009175	17.18845	0.25925	-0.04961525	3.7
022823	0.00009175	17.0071	0.2595	-0.049447	3.7
022824	0.00009175	16.8676	0.2595	-0.049447	3.7
022901	0.000092	12.2641	0.22	-0.077458	3.7
022902	0.000092	12.2641	0.221	-0.075913	3.7
022903	0.000092	12.2641	0.222	-0.074412	3.7
022904	0.000092	12.2083	0.222	-0.074412	3.7
022905	0.000092	12.2641	0.223	-0.072953	3.7
022906	0.000092	12.2083	0.223	-0.072953	3.7
022907	0.000092	12.3199	0.224	-0.071535	3.7
022908	0.000092	12.3757	0.224	-0.071535	3.7
022909	0.000092	12.4873	0.223	-0.072953	3.7
022910	0.000092	12.6547	0.223	-0.072953	3.7
022911	0.000092	12.8779	0.223	-0.072953	3.7
022912	0.000092	13.1569	0.223	-0.072953	3.7
022913	0.000092	13.1011	0.223	-0.072953	3.7
022914	0.000092	13.3243	0.223	-0.072953	3.7
022915	0.000092	13.3243	0.223	-0.072953	3.7
022916	0.000092	13.2685	0.222	-0.074412	3.7
022917	0.000092	13.4359	0.221	-0.075913	3.7
022918	0.000092	13.5475	0.221	-0.075913	3.7
022919	0.000092	13.4917	0.221	-0.075913	3.7
022920	0.000092	13.5475	0.221	-0.075913	3.7
022921	0.000092	12.0967	0.22	-0.077458	3.7
022922	0.000092	12.1525	0.22	-0.077458	3.7
022923	0.000092	12.2083	0.221	-0.075913	3.7
022924	0.000092	12.2641	0.22	-0.077458	3.7
030101	0.00014725	16.51885	0.25475	-0.050486	3.7
030102	0.00014725	16.5328	0.25475	-0.050486	3.7
030103	0.00014725	16.26775	0.25475	-0.05072275	3.7
030104	0.00014725	16.1701	0.255	-0.05056525	3.7
030105	0.00014725	16.12825	0.255	-0.05022325	3.7
030106	0.00014725	16.07245	0.255	-0.05046675	3.7
030107	0.00014725	16.1143	0.255	-0.05046675	3.7
030108	0.00014725	16.32355	0.25525	-0.05021975	3.7
030109	0.00014725	16.9513	0.255	-0.05061725	3.7
030110	0.00014725	17.63485	0.2555	-0.050072	3.7
030111	0.00014725	17.85805	0.25525	-0.0504695	3.7
030112	0.00014725	17.7883	0.25525	-0.0503815	3.7
030113	0.00014725	18.16495	0.25525	-0.0503815	3.7
030114	0.00014725	18.69505	0.2555	-0.05024	3.7
030115	0.00014725	17.99755	0.25525	-0.0508195	3.7
030116	0.00014725	17.80225	0.2555	-0.0504105	3.7
030117	0.00014725	17.5651	0.2555	-0.05033225	3.7
030118	0.00014725	16.40725	0.25525	-0.05074125	3.7
030119	0.00014725	16.01665	0.2555	-0.05060825	3.7
030120	0.00014725	15.98875	0.25575	-0.05047825	3.7
030121	0.00014725	17.16055	0.2555	-0.0505365	3.7
030122	0.00014725	17.1187	0.2555	-0.0508305	3.7
030123	0.00014725	17.0071	0.2555	-0.0508305	3.7
030124	0.00014725	16.7281	0.2555	-0.051023	3.7
030201	0.00014725	15.90505	0.2555	-0.0509595	3.7
030202	0.00014725	15.8353	0.25525	-0.05139375	3.7
030203	0.00014725	15.82135	0.2555	-0.0512735	3.7
030204	0.00014725	15.79345	0.25525	-0.0513335	3.7
030205	0.00014725	15.7237	0.2555	-0.051216	3.7
030206	0.00014725	15.7516	0.2555	-0.051548	3.7
030207	0.00014725	15.79345	0.2555	-0.051548	3.7
030208	0.00014725	15.73765	0.2555	-0.051496	3.7
030209	0.00014725	16.0864	0.2555	-0.051496	3.7
030210	0.00014725	16.3375	0.2555	-0.0517115	3.7
030211	0.00014725	16.65835	0.2555	-0.0516645	3.7
030212	0.00014725	16.82575	0.2555	-0.0516645	3.7
030213	0.00014725	17.1187	0.25575	-0.05155775	3.7
030214	0.00014725	17.41165	0.2555	-0.05197675	3.7
030215	0.00014725	17.593	0.2555	-0.05197675	3.7
030216	0.00014725	17.7325	0.25575	-0.051874	3.7
030217	0.00014725	17.5372	0.2555	-0.051938	3.7
030218	0.00014725	17.21635	0.25575	-0.05183725	3.7
030219	0.00014725	16.7839	0.256	-0.05173825	3.7
030220	0.00014725	16.65835	0.2555	-0.05227875	3.7
030221	0.00014725	16.04455	0.25575	-0.05218175	3.7
030222	0.00014725	16.0027	0.256	-0.05208625	3.7
030223	0.00014725	15.919	0.25575	-0.0521525	3.7
030224	0.00014725	15.9469	0.25575	-0.0523945	3.7
030301	0.00014725	16.51885	0.25525	-0.05295225	3.7
030302	0.00014725	16.46305	0.2555	-0.05286025	3.7
030303	0.00014725	16.5049	0.25575	-0.05277	3.7
030304	0.00014725	16.46305	0.2555	-0.05283825	3.7
030305	0.00014725	16.477	0.25575	-0.05274975	3.7
030306	0.00014725	16.4212	0.25575	-0.05316875	3.7
030307	0.00014725	16.29565	0.2555	-0.05323825	3.7
030308	0.00014725	16.3933	0.256	-0.05264675	3.7
030309	0.00014725	16.6444	0.2555	-0.0532235	3.7
030310	0.00014725	17.16055	0.25575	-0.0531395	3.7
030311	0.00014725	17.24425	0.256	-0.053057	3.7
030312	0.00014725	17.88595	0.25575	-0.05312875	3.7
030313	0.00014725	18.19285	0.256	-0.05304775	3.7
030314	0.00014725	17.99755	0.25575	-0.05312075	3.7
030315	0.00014725	17.872	0.256	-0.053041	3.7
030316	0.00014725	17.52325	0.25625	-0.05296275	3.7
030317	0.00014725	17.46745	0.256	-0.05303725	3.7
030318	0.00014725	17.0629	0.25625	-0.05296025	3.7
030319	0.00014725	16.71415	0.25575	-0.05355775	3.7
030320	0.00014725	16.5328	0.256	-0.05348225	3.7
030321	0.00014725	16.57465	0.25625	-0.05340775	3.7
030322	0.00014725	16.51885	0.256	-0.05348475	3.7
030323	0.00014725	16.4212	0.25625	-0.05341175	3.7
030324	0.00014725	16.5049	0.256	-0.05349	3.7
030401	0.00014725	16.04455	0.25625	-0.05341825	3.7
030402	0.00014725	15.9748	0.25625	-0.05341825	3.7
030403	0.00014725	15.90505	0.25625	-0.05342725	3.7
030404	0.00014725	15.82135	0.25625	-0.05342725	3.7
030405	0.00014725	15.8353	0.25625	-0.05343875	3.7
030406	0.00014725	15.79345	0.2565	-0.0533705	3.7
030407	0.00014725	15.7516	0.2565	-0.0533705	3.7
030408	0.00014725	15.87715	0.2565	-0.05338575	3.7
030409	0.00014725	16.0585	0.2565	-0.05338575	3.7
030410	0.00014725	16.5049	0.2565	-0.0534035	3.7
030411	0.00014725	16.65835	0.2565	-0.0534035	3.7
030412	0.00014725	17.04895	0.25675	-0.0533385	3.7
030413	0.00014725	17.38375	0.2565	-0.053424	3.7
030414	0.00014725	17.49535	0.257	-0.052838	3.7
030415	0.00014725	17.593	0.25675	-0.052925	3.7
030416	0.00014725	17.3977	0.257	-0.05286225	3.7
030417	0.00014725	17.2303	0.257	-0.05286225	3.7
030418	0.00014725	17.1187	0.25725	-0.05238275	3.7
030419	0.00014725	16.99315	0.257	-0.05288875	3.7
030420	0.00014725	16.8118	0.2575	-0.05232175	3.7
030421	0.00014725	16.4212	0.257	-0.052918	3.7
030422	0.00014725	16.2259	0.25725	-0.052858	3.7
030423	0.00014725	16.198	0.25725	-0.052444	3.7
030424	0.00014725	16.15615	0.2575	-0.052385	3.7
030501	0.00014725	16.93735	0.25725	-0.052891	3.7
030502	0.00014725	16.9513	0.257	-0.0529845	3.7
030503	0.00014725	17.0071	0.25725	-0.05292625	3.7
030504	0.00014725	16.9513	0.25725	-0.05292625	3.7
030505	0.00014725	17.04895	0.25725	-0.0529645	3.7
030506	0.00014725	17.0908	0.25725	-0.0529645	3.7
030507	0.00014725	17.2303	0.25775	-0.05240225	3.7
030508	0.00014725	17.35585	0.2575	-0.05249925	3.7
030509	0.00014725	17.69065	0.2575	-0.05249925	3.7
030510	0.00014725	18.13705	0.258	-0.05195325	3.7
030511	0.00014725	19.16935	0.2585	-0.05078025	3.7
030512	0.00014725	19.39255	0.2585	-0.05078025	3.7
030513	0.00014725	20.2156	0.259	-0.050278	3.7
030514	0.00014725	20.67595	0.25875	-0.05037875	3.7
030515	0.00014725	20.64805	0.25875	-0.05037875	3.7
030516	0.00014725	19.9924	0.259	-0.050325	3.7
030517	0.00014725	19.4623	0.25875	-0.05042775	3.7
030518	0.00014725	18.9043	0.259	-0.05037475	3.7
030519	0.00014725	18.55555	0.259	-0.05037475	3.7
030520	0.00014725	18.3463	0.2585	-0.050927	3.7
030521	0.00014725	16.9234	0.25875	-0.0504795	3.7
030522	0.00014725	16.9513	0.25875	-0.050875	3.7
030523	0.00014725	16.93735	0.25875	-0.050875	3.7
030524	0.00014725	16.9513	0.25825	-0.05144275	3.7
030601	0.00014725	17.5093	0.259	-0.05060375	3.7
030602	0.00014725	17.43955	0.25875	-0.05106475	3.7
030603	0.00014725	17.35585	0.25875	-0.05106475	3.7
030604	0.00014725	17.2582	0.2585	-0.05117375	3.7
030605	0.00014725	17.21635	0.25875	-0.05112325	3.7
030606	0.00014725	17.2024	0.25875	-0.05112325	3.7
030607	0.00014725	17.07685	0.2585	-0.05123425	3.7
030608	0.00014725	17.1745	0.25875	-0.05118425	3.7
030609	0.00014725	17.6209	0.2585	-0.05165975	3.7
030610	0.00014725	17.94175	0.2585	-0.05165975	3.7
